시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	화학	소니드	'060230	"327"	"79.3"
Q	'운송장비/부품	스타코링크	'060240	"64"	"82.3"
Q	'의료/정밀기기	3S	'060310	"1,242"	"84.2"
Q		DGP	'060900	"311"	"84.1"
Q	'전기/전자	알에프텍	'061040	"996"	"79.7"
Q	'전기/전자	한국첨단소재	'062970	"821"	"84.8"
Q	유통	인크레더블버즈	'064090	"1,007"	"85.6"
Q	유통	홈캐스트	'064240	"897"	"83.0"
Q	IT 서비스	다날	'064260	"4,165"	"78.8"
Q	'기계/장비	인텍플러스	'064290	"1,133"	"79.5"
Q	제약	바이오니아	'064550	"3,949"	"82.5"
Q	'섬유/의류	지엔코	'065060	"184"	"62.7"
Q	유통	대산F&B	'065150	"231"	"75.8"
Q	화학	에스아이리소스	'065420	"195"	"76.0"
Q	IT 서비스	이루온	'065440	"476"	"81.3"
Q	유통	안트로젠	'065660	"2,051"	"85.6"
Q	'섬유/의류	웰크론	'065950	"620"	"76.2"
Q	통신	버킷스튜디오	'066410	"997"	"84.3"
Q	유통	와이오엠	'066430	"488"	"85.7"
Q	'운송장비/부품	우수AMS	'066590	"1,235"	"87.5"
Q	제약	테라젠이텍스	'066700	"1,126"	"84.7"
Q	'오락/문화	씨씨에스	'066790	"1,042"	"78.8"
Q	유통	손오공	'066910	"592"	"80.2"
Q	제약	HLB생명과학	'067630	"7,022"	"83.0"
Q	'전기/전자	다원시스	'068240	"3,473"	"85.5"
K	금속	대호에이엘	'069460	"1,271"	"85.7"
Q	'전기/전자	빛과전자	'069540	"510"	"83.4"
Q	IT 서비스	엑스큐어	'070300	"245"	"77.1"
Q	'전기/전자	위니아	'071460	"12"	"87.7"
Q	'운송장비/부품	캐스텍코리아	'071850	"403"	"81.5"
K	제조	코아스	'071950	"323"	"87.5"
K	IT 서비스	유엔젤	'072130	"659"	"78.4"
Q	IT 서비스	율호	'072770	"455"	"86.1"
Q	기타제조	리튬포어스	'073570	"348"	"84.9"
Q	금속	테라사이언스	'073640	"696"	"85.6"
K	'기계/장비	이엔플러스	'074610	"375"	"97.9"
Q	'의료/정밀기기	해성옵틱스	'076610	"174"	"74.8"
Q	'오락/문화	엔에스이엔엠	'078860	"855"	"80.6"
Q	'전기/전자	가온그룹	'078890	"606"	"77.4"
Q	'전기/전자	케스피온	'079190	"192"	"79.0"
Q	'전기/전자	디이엔티	'079810	"1,313"	"76.0"
Q	일반서비스	모두투어	'080160	"2,257"	"79.3"
Q	'전기/전자	제주반도체	'080220	"4,571"	"87.3"
Q	'전기/전자	오킨스전자	'080580	"1,105"	"78.3"
Q	'의료/정밀기기	옵트론텍	'082210	"574"	"79.9"
Q	화학	코스나인	'082660	"478"	"92.0"
Q	일반서비스	CG인바이츠	'083790	"1,538"	"80.0"
Q	일반서비스	랩지노믹스	'084650	"1,997"	"83.3"
Q	일반서비스	헬릭스미스	'084990	"1,348"	"81.7"
Q	제약	차바이오텍	'085660	"6,133"	"68.6"
Q	일반서비스	바이오톡스텍	'086040	"489"	"75.5"
Q	'기계/장비	유니테스트	'086390	"2,367"	"75.5"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	금융	하나금융지주	'086790	"223,508"	"85.9"
Q	제약	바이오솔루션	'086820	"862"	"80.2"
Q	제약	펩트론	'087010	"43,380"	"91.6"
Q	IT 서비스	모바일어플라이언스	'087260	"659"	"82.2"
Q	'전기/전자	쏘닉스	'088280	"414"	"76.1"
Q	'기계/장비	테크윙	'089030	"12,196"	"82.1"
Q	'기계/장비	넥스턴바이오	'089140	"407"	"79.0"
Q	'기계/장비	브이엠	'089970	"2,969"	"81.2"
Q	'기계/장비	휴림로봇	'090710	"2,332"	"89.3"
K	금속	세원이앤씨	'091090	"670"	"77.8"
Q	'전기/전자	이엠텍	'091120	"1,830"	"78.8"
Q	'음식료/담배	아미코젠	'092040	"2,099"	"89.3"
Q	'전기/전자	케이알엠	'093640	"1,177"	"80.8"
Q	'전기/전자	동운아나텍	'094170	"3,916"	"80.1"
Q	IT 서비스	네오리진	'094860	"217"	"81.2"
Q	일반서비스	제넥신	'095700	"2,231"	"77.7"
Q	'전기/전자	에스에너지	'095910	"407"	"80.4"
Q	금속	대창솔루션	'096350	"665"	"79.5"
Q	'전기/전자	에스코넥	'096630	"653"	"82.5"
Q	'전기/전자	에이루트	'096690	"467"	"85.3"
Q	'전기/전자	마이크로컨텍솔	'098120	"1,256"	"79.2"
Q	'기계/장비	고영	'098460	"10,436"	"75.1"
Q	유통	SDN	'099220	"909"	"83.8"
Q	'기계/장비	스맥	'099440	"857"	"90.3"
Q	'기계/장비	KS인더스트리	'101000	"788"	"92.1"
Q	화학	에코앤드림	'101360	"3,797"	"83.0"
Q	'전기/전자	아이엠	'101390	"51"	"93.5"
Q	'전기/전자	엔시트론	'101400	"264"	"86.9"
Q	'전기/전자	에스앤에스텍	'101490	"8,548"	"75.3"
Q	금속	하이드로리튬	'101670	"799"	"87.9"
K	'섬유/의류	쌍방울	'102280	"706"	"87.5"
Q	'의료/정밀기기	코렌텍	'104540	"802"	"80.4"
Q	'전기/전자	엣지파운드리	'105550	"2,807"	"83.1"
K	금융	KB금융	'105560	"404,350"	"79.4"
Q	'전기/전자	케이이엠텍	'106080	"557"	"78.8"
Q	'의료/정밀기기	노블엠앤비	'106520	"159"	"87.0"
Q	IT 서비스	셀바스AI	'108860	"4,102"	"88.4"
Q	일반서비스	진매트릭스	'109820	"565"	"81.9"
Q	화학	전진바이오팜	'110020	"358"	"93.2"
Q	일반서비스	큐리언트	'115180	"3,470"	"80.6"
Q	유통	HLB테라퓨틱스	'115450	"7,796"	"86.8"
Q	'기계/장비	티로보틱스	'117730	"2,169"	"77.7"
Q	일반서비스	아이텍	'119830	"1,367"	"84.7"
Q	화학	나노신소재	'121600	"5,977"	"76.2"
Q	'전기/전자	아나패스	'123860	"2,237"	"85.1"
Q	'기계/장비	제이엔케이글로벌	'126880	"921"	"83.0"
Q	'전기/전자	이브이첨단소재	'131400	"801"	"82.7"
Q	'기계/장비	파인텍	'131760	"344"	"92.9"
Q	'기계/장비	피엔티	'137400	"7,420"	"80.7"
Q	제약	나이벡	'138610	"3,177"	"80.2"
K	금융	BNK금융지주	'138930	"37,888"	"84.0"
Q	IT 서비스	BF랩스	'139050	"242"	"82.7"
K	금융	iM금융지주	'139130	"19,202"	"84.0"
Q	유통	유니트론텍	'142210	"1,134"	"75.2"
Q	일반서비스	모아라이프플러스	'142760	"721"	"80.8"
Q	'기계/장비	영우디에스피	'143540	"268"	"78.6"
K	'기계/장비	다이나믹디자인	'145210	"329"	"77.7"
Q	'전기/전자	세경하이테크	'148150	"2,159"	"77.6"
Q	'전기/전자	알엔투테크놀로지	'148250	"725"	"81.2"
Q	'의료/정밀기기	인트로메딕	'150840	"2,515"	"90.2"
Q	IT 서비스	파수	'150900	"585"	"76.6"
Q	'의료/정밀기기	엘앤케이바이오	'156100	"1,192"	"86.7"
Q	'전기/전자	장원테크	'174880	"116"	"81.1"
Q	제약	앱클론	'174900	"2,291"	"86.9"
Q	제약	아이큐어	'175250	"766"	"84.4"
K	금융	JB금융지주	'175330	"38,782"	"81.8"
Q	일반서비스	DXVX	'180400	"1,029"	"76.9"
Q	제약	엔케이맥스	'182400	"1,727"	"98.4"
Q	제약	엔지켐생명과학	'183490	"1,002"	"78.9"
Q	화학	나노	'187790	"324"	"88.9"
Q	'전기/전자	오늘이엔엠	'192410	"186"	"78.3"
Q	'기계/장비	에이비프로바이오	'195990	"854"	"96.0"
Q	일반서비스	알테오젠	'196170	"206,107"	"79.6"
Q	'기계/장비	디에이테크놀로지	'196490	"362"	"93.6"
Q	일반서비스	툴젠	'199800	"2,532"	"78.6"
Q	제약	텔콘RF제약	'200230	"488"	"76.3"
Q	'오락/문화	아티스트스튜디오	'200350	"1,743"	"76.8"
Q	'전기/전자	에이디테크놀로지	'200710	"2,331"	"78.6"
Q	IT 서비스	미투온	'201490	"1,301"	"78.1"
Q	'종이/목재	아크솔루션스	'203690	"741"	"93.0"
Q	금융	글로벌텍스프리	'204620	"4,168"	"76.9"
Q	건설	베노티앤알	'206400	"657"	"86.7"
Q	'오락/문화	덱스터	'206560	"1,865"	"78.1"
Q	제약	유바이오로직스	'206650	"4,567"	"79.9"
Q	'오락/문화	캔버스엔	'210120	"1,215"	"83.5"
Q	'의료/정밀기기	디알텍	'214680	"1,420"	"93.0"
Q	유통	토박스코리아	'215480	"222"	"77.9"
Q	일반서비스	신라젠	'215600	"4,448"	"84.1"
Q	일반서비스	선샤인푸드	'217620	"268"	"91.7"
Q	제약	강스템바이오텍	'217730	"899"	"85.7"
Q	유통	디와이디	'219550	"758"	"86.2"
Q	제약	퓨쳐켐	'220100	"3,581"	"85.5"
Q	화학	켐트로스	'220260	"1,232"	"84.5"
Q	'기계/장비	NPX	'222160	"796"	"77.5"
Q	금속	세토피아	'222810	"817"	"90.0"
Q	'기계/장비	더코디	'224060	"170"	"78.3"
Q	IT 서비스	신테카바이오	'226330	"1,163"	"82.8"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'의료/정밀기기	오스테오닉	'226400	"1,341"	"77.4"
Q	일반서비스	올릭스	'226950	"8,612"	"81.8"
Q	일반서비스	지노믹트리	'228760	"3,218"	"82.6"
Q	제약	젠큐릭스	'229000	"270"	"81.7"
Q	IT 서비스	비유테크놀러지	'230980	"214"	"90.3"
Q	IT 서비스	에스트래픽	'234300	"1,159"	"80.8"
Q	일반서비스	메드팩토	'235980	"1,285"	"80.2"
Q	IT 서비스	나무기술	'242040	"564"	"78.0"
Q	제약	올리패스	'244460	"90"	"91.2"
Q	일반서비스	EDGC	'245620	"575"	"83.2"
Q	제약	아스타	'246720	"559"	"75.3"
K	'전기/전자	솔루엠	'248070	"7,248"	"81.5"
Q	제약	수젠텍	'253840	"1,368"	"75.9"
Q	제약	한국비엔씨	'256840	"3,652"	"79.9"
Q	'의료/정밀기기	세종메디칼	'258830	"230"	"93.1"
Q	제약	유틸렉스	'263050	"501"	"87.6"
Q	'의료/정밀기기	시스웍	'269620	"1,321"	"86.2"
Q	일반서비스	앱트뉴로사이언스	'270520	"1,932"	"82.8"
Q	IT 서비스	스코넥	'276040	"380"	"87.4"
Q	'음식료/담배	한울앤제주	'276730	"368"	"75.7"
Q	일반서비스	HLB바이오스텝	'278650	"1,414"	"80.2"
Q	'기계/장비	코윈테크	'282880	"1,389"	"76.8"
Q	일반서비스	카이노스메드	'284620	"397"	"76.5"
Q	화학	나노실리칸첨단소재	'286750	"544"	"95.0"
Q	제약	브릿지바이오테라퓨틱스	'288330	"362"	"91.7"
Q	'전기/전자	소룩스	'290690	"2,622"	"90.5"
Q	일반서비스	엔피	'291230	"758"	"77.6"
Q	일반서비스	압타머사이언스	'291650	"339"	"82.8"
Q	'의료/정밀기기	이오플로우	'294090	"523"	"91.1"
Q	'전기/전자	서남	'294630	"735"	"90.6"
Q	일반서비스	셀리드	'299660	"1,298"	"89.8"
Q	IT 서비스	솔트룩스	'304100	"5,732"	"86.6"
Q	제약	에스바이오메딕스	'304360	"2,585"	"75.9"
Q	제약	피플바이오	'304840	"538"	"85.5"
Q	일반서비스	바이젠셀	'308080	"596"	"77.9"
Q	유통	형지글로벌	'308100	"297"	"62.3"
Q	'전기/전자	캐리	'313760	"513"	"78.4"
Q	제약	지놈앤컴퍼니	'314130	"860"	"84.5"
K	금융	우리금융지주	'316140	"152,603"	"87.2"
Q	'전기/전자	라닉스	'317120	"233"	"74.2"
Q	화학	TS트릴리온	'317240	"253"	"79.1"
Q	'전기/전자	엑스페릭스	'317770	"1,264"	"86.9"
Q	IT 서비스	제이엘케이	'322510	"1,496"	"78.7"
Q	'섬유/의류	엠에프엠코리아	'323230	"7"	"89.2"
Q	일반서비스	박셀바이오	'323990	"2,247"	"85.8"
Q	IT 서비스	루닛	'328130	"13,219"	"80.3"
Q	제약	셀레믹스	'331920	"258"	"90.2"
Q	IT 서비스	뷰노	'338220	"2,665"	"83.6"
Q	'전기/전자	다보링크	'340360	"666"	"78.9"
Q	IT 서비스	시선AI	'340810	"514"	"75.8"
Q	일반서비스	디앤디파마텍	'347850	"10,500"	"78.9"
Q	IT 서비스	알체라	'347860	"757"	"84.1"
Q	'기계/장비	뉴로메카	'348340	"2,596"	"76.1"
Q	화학	엔켐	'348370	"12,483"	"77.8"
Q	'기계/장비	넥사다이내믹스	'351320	"556"	"89.6"
Q	일반서비스	셀레스트라	'352770	"136"	"86.3"
Q	일반서비스	엔젠바이오	'354200	"398"	"83.4"
Q	IT 서비스	SKAI	'357880	"778"	"87.8"
Q	'전기/전자	제노코	'361390	"1,545"	"84.0"
Q	'의료/정밀기기	진시스템	'363250	"643"	"78.5"
Q	일반서비스	큐라클	'365270	"706"	"86.8"
Q	'의료/정밀기기	노을	'376930	"887"	"76.7"
Q	IT 서비스	비트맥스	'377030	"1,644"	"79.1"
Q	일반서비스	위니아에이드	'377460	"260"	"89.3"
Q	IT 서비스	마음AI	'377480	"1,682"	"79.3"
Q	제약	샤페론	'378800	"1,001"	"84.6"
Q	IT 서비스	코어라인소프트	'384470	"770"	"76.6"
Q	일반서비스	인벤티지랩	'389470	"4,370"	"77.5"
Q	일반서비스	에이프릴바이오	'397030	"3,940"	"78.1"
Q	'기계/장비	레이저쎌	'412350	"291"	"79.8"
Q	'의료/정밀기기	스마트레이더시스템	'424960	"1,402"	"85.5"
Q	'오락/문화	와이랩	'432430	"985"	"77.4"
Q		네오이뮨텍	'950220	"1,152"	"78.8"
Q		씨엑스아이	'900120	"192"	"88.9"
Q		크리스탈신소재	'900250	"1,225"	"81.4"
Q		애머릿지	'900100	"482"	"85.1"
